selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.02,memory_tau_0.02,0.28414664836272024,0.28074197441236626,0.011982101390152019,40
0.02,memory_tau_0.02,0.28414664836272024,0.2807545357167312,0.011937894272322815,41
0.02,memory_tau_0.02,0.28414664836272024,0.28062527207140275,0.012392813047797652,42
0.05,memory_tau_0.05,0.28414664836272024,0.28090734497893877,0.011400111183597093,43
0.02,memory_tau_0.02,0.28414664836272024,0.28079907343137345,0.011781152269913579,44
0.02,memory_tau_0.02,0.28414664836272024,0.2806533130298385,0.012294128236284648,45
0.02,memory_tau_0.02,0.28414664836272024,0.2806550391487588,0.012288053489564094,46
0.05,memory_tau_0.05,0.28414664836272024,0.28101921915413675,0.011006391335615043,47
0.02,memory_tau_0.02,0.28414664836272024,0.28067093922718006,0.012232096192468034,48
0.02,memory_tau_0.02,0.28414664836272024,0.2806778120528871,0.012207908591640605,49
0.02,memory_tau_0.02,0.28414664836272024,0.2807410598926255,0.011985319868166939,50
0.02,memory_tau_0.02,0.28414664836272024,0.2807041469135407,0.012115228066266439,51
0.02,memory_tau_0.02,0.28414664836272024,0.2806828800298962,0.0121900728119884,52
0.02,memory_tau_0.02,0.28414664836272024,0.28076715574463784,0.011893480488175234,53
0.02,memory_tau_0.02,0.28414664836272024,0.28066105908483757,0.01226686747131091,54
0.02,memory_tau_0.02,0.28414664836272024,0.2808054577239921,0.011758683968226883,55
0.02,memory_tau_0.02,0.28414664836272024,0.2806297317081117,0.01237711820594533,56
0.02,memory_tau_0.02,0.28414664836272024,0.2807019256378154,0.012123045423036613,57
0.02,memory_tau_0.02,0.28414664836272024,0.2807350104031026,0.012006609894136742,58
0.02,memory_tau_0.02,0.28414664836272024,0.2806362932081047,0.012354026256662045,59
0.02,memory_tau_0.02,0.28414664836272024,0.2807279257713968,0.012031542905828457,60
0.02,memory_tau_0.02,0.28414664836272024,0.28067032832883565,0.012234246132817254,61
0.02,memory_tau_0.02,0.28414664836272024,0.280644484535061,0.012325198441857468,62
0.02,memory_tau_0.02,0.28414664836272024,0.2806537262709449,0.012292673912931457,63
0.02,memory_tau_0.02,0.28414664836272024,0.28064315257514,0.01232988602106595,64
0.02,memory_tau_0.02,0.28414664836272024,0.28059963282939837,0.012483045475848865,65
